totage,drybio_bole
60,52.107245
29,52.161183
76,52.16796
31,52.251264
31,52.251264
37,52.251264
31,52.251264
46,52.251264
36,52.251264
55,52.380058
75,52.41288
42,52.41288
42,52.41897
41,52.486587
98,52.498433
47,52.647311
66,52.6578
15,52.676957
31,52.686691
42,52.745472
45,52.774975
51,52.774975
29,52.809869
32,52.85612
32,52.862713
55,52.90272
42,52.920452
61,52.925683
52,53.038502
52,53.038502
36,53.122118
26,53.122118
32,53.122118
40,53.122118
32,53.122118
39,53.184419
68,53.198496
81,53.198496
36,53.23968
77,53.246675
32,53.246675
61,53.331533
37,53.331533
56,53.34601
40,53.34601
61,53.39256
77,53.39256
90,53.471309
38,53.512717
68,53.61408
30,53.624563
59,53.655713
25,53.66407
41,53.744122
64,53.744122
34,53.768707
37,53.79517
87,53.79517
67,53.8824
37,53.8824
59,53.917594
26,53.992973
22,53.992973
31,53.992973
41,53.992973
60,54.016934
46,54.041645
67,54.075536
47,54.105493
31,54.150221
47,54.157331
21,54.169315
80,54.210624
57,54.216914
82,54.232529
57,54.235054
16,54.314582
86,54.37224
126,54.37224
47,54.4284
21,54.469584
23,54.503654
38,54.503654
32,54.531387
32,54.531387
42,54.534901
47,54.534901
86,54.546586
105,54.61716
55,54.634694
47,54.669888
23,54.738049
45,54.835373
22,54.860458
55,54.860458
48,54.860458
31,54.863827
52,54.896066
76,54.942074
32,54.964176
40,55.082077
52,55.10232
56,55.108186
47,55.154212
19,55.154212
22,55.299254
26,55.299254
37,55.299254
31,55.299254
41,55.35192
81,55.370465
66,55.471104
22,55.482511
43,55.482511
32,55.482511
28,55.536695
68,55.544606
87,55.544606
32,55.581367
22,55.734682
31,55.734682
46,55.84176
59,55.84176
60,55.84176
49,55.862352
24,55.968806
41,55.968806
68,56.08668
61,56.08668
77,56.08668
86,56.08668
67,56.10384
32,56.170109
32,56.170109
94,56.199437
17,56.199437
69,56.227717
38,56.251551
39,56.261837
41,56.262542
31,56.271738
66,56.3316
68,56.419324
82,56.47225
60,56.47225
61,56.484645
47,56.517452
67,56.524017
57,56.533515
57,56.57652
58,56.578829
41,56.605536
37,56.681945
76,56.745062
25,56.795706
33,56.795706
42,56.806281
32,56.838336
62,56.856684
42,57.025111
46,57.040963
29,57.040963
26,57.040963
22,57.040963
52,57.042555
21,57.043958
56,57.06636
66,57.06636
26,57.124005
56,57.140928
41,57.140928
62,57.140928
71,57.290688
52,57.290688
60,57.31128
97,57.31128
56,57.31128
56,57.316896
47,57.452304
35,57.452304
37,57.47639
46,57.47639
27,57.47639
36,57.47639
42,57.560347
37,57.560347
71,57.563501
77,57.731402
67,57.731402
78,57.80112
54,57.862771
27,57.862771
49,57.862771
49,57.862771
26,57.911818
32,57.9207
77,57.970171
52,58.020019
62,58.04604
51,58.04604
38,58.108902
47,58.11312
28,58.139977
58,58.142448
42,58.168282
57,58.168761
87,58.204843
40,58.29096
46,58.29096
60,58.31305
71,58.31305
37,58.347245
28,58.347245
27,58.347245
32,58.347245
42,58.381939
47,58.399579
49,58.408646
20,58.437201
43,58.53588
47,58.60608
56,58.60608
58,58.60612
67,58.60612
57,58.60612
45,58.707418
40,58.782672
27,58.782672
45,58.78548
36,58.817123
90,58.927565
64,58.927565
56,58.951461
62,58.954522
30,59.02572
25,59.075328
86,59.119507
32,59.1552
31,59.192141
37,59.218099
26,59.218099
55,59.27064
47,59.282496
47,59.292064
47,59.455152
43,59.480838
20,59.485171
42,59.508312
48,59.52492
36,59.653526
46,59.653526
68,59.687805
56,59.696283
34,59.724852
81,59.746003
80,59.746003
27,59.746003
54,59.746003
59,59.750396
46,59.750396
47,59.782905
67,59.974685
56,60.0054
29,60.018816
29,60.048768
82,60.070382
47,60.088954
23,60.088954
58,60.117214
50,60.25032
56,60.25032
60,60.291629
66,60.291629
71,60.291629
52,60.342797
67,60.362865
52,60.364262
31,60.406994
55,60.49524
51,60.49524
36,60.524381
57,60.546623
49,60.564442
26,60.735293
58,60.792915
53,60.80256
59,60.80256
82,60.816721
56,60.837254
20,60.865085
32,60.950323
72,60.950323
32,60.959808
37,60.959808
48,60.976031
42,60.976031
81,61.110067
31,61.206912
31,61.206912
37,61.243354
60,61.38288
75,61.388122
48,61.388122
58,61.391891
41,61.395235
37,61.395235
47,61.40544
87,61.40544
61,61.47492
76,61.47492
32,61.511424
62,61.536384
51,61.536384
61,61.553218
52,61.655693
80,61.655693
48,61.667634
27,61.683898
16,61.683898
70,61.714998
55,61.714998
37,61.720189
39,61.720189
36,61.720189
27,61.830662
37,61.830662
22,61.830662
42,61.830662
27,61.830662
37,61.830662
42,61.834849
81,61.928506
56,61.928506
42,61.928506
17,61.93055
80,62.047365
31,62.08123
67,62.122445
65,62.201318
56,62.20968
57,62.264257
69,62.264257
57,62.264257
26,62.376787
53,62.383061
33,62.42496
51,62.474131
54,62.474131
46,62.48268
57,62.5872
33,62.659584
27,62.693666
56,62.69952
32,62.701517
27,62.701517
26,62.701517
26,62.701517
41,62.701517
27,62.701517
30,62.705086
25,62.705086
39,62.708506
19,62.708506
32,62.712
69,62.746944
69,62.775648
57,62.979711
41,62.984982
26,63.001536
33,63.020311
37,63.136944
28,63.136944
71,63.156937
60,63.18936
69,63.29257
77,63.341517
32,63.361684
38,63.394139
47,63.41707
87,63.41707
75,63.43428
64,63.445325
51,63.565382
31,63.572371
37,63.572371
31,63.572371
58,63.588595
66,63.689983
46,63.689983
39,63.689983
21,63.719136
43,63.733713
60,63.838195
71,63.873544
18,63.880627
52,63.915794
56,63.92412
57,63.993714
26,64.007798
27,64.007798
32,64.039401
77,64.083032
65,64.111008
71,64.173658
42,64.17457
50,64.34658
89,64.383821
48,64.399047
30,64.411301
26,64.443226
31,64.443226
37,64.466688
50,64.656634
81,64.656634
95,64.656634
50,64.65888
23,64.674879
67,64.674879
52,64.701
72,64.725959
57,64.729147
27,64.776327
47,64.840709
41,64.878653
57,64.878653
46,64.878653
67,64.890643
57,64.890643
71,64.929446
75,64.929446
57,64.929446
57,64.94904
29,64.982736
36,65.052749
64,65.14872
92,65.166506
65,65.202259
80,65.202259
67,65.270118
77,65.290368
36,65.31408
34,65.31408
31,65.331477
51,65.331477
43,65.331477
57,65.331477
81,65.345779
33,65.409178
47,65.409941
90,65.475072
27,65.515945
76,65.63856
49,65.63856
90,65.63881
42,65.63881
66,65.643762
18,65.659776
37,65.699527
37,65.699527
46,65.742768
82,65.747885
41,65.747885
40,65.749507
25,65.774592
67,65.88348
54,65.88348
57,65.88348
57,65.919639
43,65.988075
46,66.020698
37,66.020698
22,66.020698
31,66.04416
61,66.1284
31,66.184934
37,66.184934
37,66.184934
39,66.184934
83,66.22487
62,66.22487
23,66.22487
56,66.29351
60,66.29351
69,66.316374
36,66.316374
39,66.323837
44,66.323837
23,66.383616
37,66.383705
27,66.402511
43,66.478584
24,66.517901
50,66.566323
58,66.592781
18,66.596774
50,66.61824
40,66.620362
36,66.620362
37,66.620362
33,66.644673
37,66.758055
51,66.810931
29,66.810931
37,66.817586
78,66.839136
58,66.839136
40,66.839136
76,66.839136
48,66.86316
68,66.86316
73,66.86316
53,66.972972
43,66.972972
37,67.055789
47,67.055789
32,67.055789
67,67.093478
70,67.103962
37,67.103962
55,67.10808
29,67.14265
17,67.193818
43,67.215603
29,67.30127
49,67.353302
60,67.396992
87,67.482755
86,67.482755
42,67.491216
46,67.59792
47,67.61627
66,67.629569
32,67.629569
62,67.657574
54,67.755318
68,67.790661
47,67.84657
31,67.906176
47,67.926643
31,67.926643
46,67.926643
46,67.926643
41,67.926643
31,67.926643
42,67.926643
47,67.926643
69,67.926643
41,67.926643
76,67.930387
26,67.930387
22,67.930387
113,67.930387
33,67.932347
19,67.957868
35,67.983158
21,68.042536
23,68.042536
101,68.05953
57,68.078419
67,68.22802
23,68.250239
39,68.276083
61,68.347918
21,68.347918
17,68.35278
28,68.36207
42,68.40288
57,68.414362
67,68.476013
27,68.5152
42,68.569114
95,68.5776
42,68.614466
21,68.614466
43,68.614466
69,68.614466
34,68.614466
43,68.636306
57,68.705387
58,68.705387
42,68.705387
40,68.748826
47,68.782896
41,68.797498
31,68.797498
31,68.797498
59,68.82252
64,68.82252
86,68.82252
83,68.82252
48,68.847372
38,68.862144
31,68.924694
45,69.021638
57,69.021638
57,69.213082
47,69.232925
24,69.271064
91,69.294451
61,69.294451
91,69.294451
45,69.294451
13,69.32615
37,69.398082
87,69.398082
59,69.430234
82,69.430234
82,69.439987
43,69.540098
87,69.564205
62,69.567264
79,69.567264
48,69.596966
58,69.596966
27,69.599363
19,69.599363
67,69.625398
41,69.668352
30,69.698304
76,69.741235
40,69.741235
57,69.806601
42,69.81936
67,69.833111
71,69.840077
89,69.840077
37,69.854749
25,69.927661
57,69.993613
48,70.034266
33,70.03776
81,70.04712
34,70.04712
57,70.097664
42,70.103779
32,70.103779
47,70.103779
34,70.103779
62,70.103779
61,70.11289
41,70.144963
34,70.25596
29,70.25596
31,70.327296
71,70.327296
98,70.379463
32,70.382927
15,70.417901
67,70.423022
37,70.495065
29,70.539206
36,70.539206
81,70.598362
67,70.655021
52,70.655021
25,70.690838
35,70.695819
67,70.712617
65,70.78188
48,70.852175
57,70.852431
37,70.912558
81,70.913357
25,70.913357
45,70.931328
62,70.931328
57,70.943409
66,70.947602
66,70.957182
28,71.014195
57,71.062992
48,71.062992
93,71.099059
47,71.099059
67,71.102961
37,71.15639
80,71.204141
86,71.204141
52,71.206387
27,71.206387
71,71.231796
54,71.236714
31,71.264689
47,71.384884
31,71.410061
36,71.410061
26,71.410061
25,71.509651
99,71.509651
42,71.520184
43,71.569156
52,71.574797
62,71.636729
56,71.650176
67,71.711248
56,71.749766
25,71.782589
47,71.792448
56,71.792448
36,71.845488
51,71.845488
27,71.845488
24,71.897455
73,72.009837
39,72.169344
42,72.20304
59,72.2514
66,72.2514
40,72.280915
27,72.280915
96,72.295392
37,72.327431
29,72.387954
57,72.49632
95,72.49632
59,72.554052
17,72.568205
42,72.570065
43,72.583056
44,72.583056
67,72.601611
51,72.708516
36,72.716342
27,72.716342
36,72.716342
49,72.841018
35,72.874339
81,72.874534
44,72.924234
57,72.962124
57,72.963072
33,72.96457
67,72.999474
52,73.03897
58,73.10185
80,73.11383
56,73.15177
24,73.15177
37,73.15177
47,73.164
36,73.20456
53,73.21065
56,73.23108
60,73.236234
32,73.2576
47,73.343088
48,73.343088
41,73.386643
54,73.476
67,73.476329
32,73.476329
42,73.476329
25,73.538949
23,73.57428
36,73.58208
37,73.587197
27,73.587197
42,73.587197
40,73.587197
72,73.843661
57,73.851972
52,73.867248
37,73.913689
87,73.913689
37,74.10312
57,74.103245
34,74.136691
36,74.193553
51,74.205082
32,74.205082
32,74.31372
72,74.429722
66,74.45568
41,74.458051
32,74.458051
56,74.477894
99,74.477894
37,74.511965
32,74.511965
26,74.523846
48,74.698337
14,74.750707
66,74.761989
28,74.784902
15,74.784902
40,74.784902
89,74.788407
77,74.788407
62,74.788407
31,74.893478
21,74.893478
38,74.944475
83,74.94552
76,74.94552
47,74.957941
68,74.994701
38,75.015782
43,75.10464
67,75.146517
57,75.146517
67,75.146517
29,75.180444
38,75.180444
37,75.180444
69,75.180444
61,75.19044
99,75.225766
42,75.308813
39,75.328906
34,75.330778
34,75.34825
37,75.386272
56,75.395816
42,75.417876
38,75.508742
51,75.557614
71,75.569146
52,75.575926
82,75.601843
81,75.601843
29,75.603715
29,75.603715
47,75.605338
90,75.68028
48,75.70575
58,75.70575
30,75.764333
52,75.814603
50,75.837041
65,75.841958
19,75.876653
25,75.876653
66,75.9252
62,76.100484
79,76.100484
32,76.106035
68,76.114771
9,76.14959
34,76.16534
31,76.16534
86,76.19976
31,76.19976
27,76.19976
31,76.19976
31,76.19976
37,76.19976
38,76.383216
60,76.387584
65,76.387584
60,76.387584
34,76.493639
49,76.493639
29,76.493639
99,76.50864
67,76.509206
62,76.537843
57,76.606733
27,76.635187
31,76.635187
52,76.635187
36,76.635187
31,76.635187
37,76.635187
34,76.635187
31,76.635187
42,76.635187
54,76.695466
66,76.735027
67,76.763232
57,76.763232
65,76.796329
44,76.821938
57,76.90488
47,76.975202
27,77.070614
31,77.070614
37,77.099596
67,77.099596
46,77.10743
52,77.10743
48,77.10743
32,77.10743
46,77.1498
51,77.1498
56,77.1498
59,77.206022
87,77.230716
42,77.293561
74,77.304914
42,77.467104
97,77.63184
81,77.653056
47,77.707233
47,77.722969
70,77.751648
56,77.751648
40,77.787216
30,77.806835
43,77.806835
64,77.88456
62,77.88456
30,77.941469
57,77.941469
28,78.01092
62,78.01092
72,78.024461
66,78.063254
53,78.28728
55,78.3744
37,78.376896
37,78.376896
31,78.376896
37,78.376896
31,78.376896
68,78.463432
38,78.487981
33,78.564096
37,78.585562
28,78.59904
47,78.663312
43,78.663312
57,78.724639
20,78.791731
31,78.812323
37,78.812323
41,78.812323
41,78.812323
31,78.812323
51,78.825178
42,78.842899
81,78.842899
42,78.957681
46,79.10916
42,79.12008
67,79.161998
62,79.270279
56,79.388525
43,79.423344
47,79.4352
57,79.440604
47,79.440604
57,79.471997
45,79.599
37,79.599357
68,79.610918
67,79.669583
32,79.683178
42,79.683178
36,79.683178
47,79.683178
30,79.683178
46,79.685937
32,79.704269
41,79.776628
28,79.776628
38,79.776628
38,79.84392
66,79.84392
67,79.867266
47,79.870013
66,79.93415
39,79.970717
68,80.111616
62,80.111616
47,80.11224
31,80.118605
121,80.206963
60,80.206963
55,80.206963
76,80.33376
37,80.42112
44,80.433226
29,80.433226
48,80.460207
86,80.460207
38,80.474075
14,80.479776
26,80.554032
52,80.554032
31,80.58336
62,80.632096
41,80.681054
32,80.72883
57,80.72883
91,80.752589
32,80.761524
36,80.761524
37,80.78953
66,80.8236
47,80.850116
96,80.87639
96,80.89536
72,80.89536
47,80.909754
47,80.954576
14,81.062467
45,81.089823
42,81.089823
87,81.133424
37,81.169421
56,81.240247
54,81.31344
91,81.31344
67,81.3384
71,81.341183
47,81.348793
47,81.348793
87,81.382907
39,81.418122
39,81.418122
25,81.418122
41,81.424886
25,81.462451
64,81.571027
42,81.613709
37,81.613709
63,81.613709
42,81.652591
49,81.746421
38,81.755482
47,81.755482
58,81.786152
49,81.84384
27,81.860314
46,81.860314
27,81.860314
77,81.907027
57,82.096496
100,82.116653
81,82.116653
27,82.16376
58,82.223512
36,82.229869
47,82.239569
68,82.249939
47,82.282138
58,82.282138
36,82.295741
31,82.295741
72,82.341542
71,82.389466
104,82.389466
57,82.45686
31,82.522752
51,82.634573
68,82.662278
56,82.693793
52,82.731168
26,82.731318
114,82.78296
61,82.78296
47,82.807296
27,83.023949
26,83.059617
67,83.079687
52,83.096231
37,83.09823
38,83.115802
58,83.115802
67,83.299964
43,83.305282
30,83.387916
46,83.387916
24,83.387916
61,83.480717
56,83.509527
25,83.513664
51,83.513664
85,83.513664
77,83.535589
67,83.535589
33,83.546112
42,83.602022
58,83.616499
44,83.716214
39,83.716214
61,83.716214
79,83.734691
45,83.884172
42,83.972948
66,83.996714
40,84.026342
28,84.044513
55,84.044513
36,84.152858
47,84.164099
61,84.25248
45,84.25248
61,84.299155
60,84.299155
90,84.309791
67,84.381225
31,84.393813
97,84.410307
42,84.410307
71,84.44977
57,84.455356
33,84.472877
56,84.472877
32,84.472877
37,84.472877
36,84.472877
63,84.554475
28,84.554475
37,84.577208
52,84.593434
68,84.593434
57,84.593434
57,84.617894
52,84.685786
44,84.701111
32,84.701111
47,84.710246
25,84.913474
37,84.984985
38,85.02941
31,85.02941
28,85.02941
31,85.0356
36,85.0356
61,85.117594
51,85.117594
42,85.123584
24,85.156531
25,85.156531
54,85.187981
57,85.285025
32,85.285025
70,85.362801
47,85.390406
96,85.390406
37,85.441724
57,85.441724
67,85.452325
37,85.452325
58,85.517952
52,85.61929
41,85.663219
67,85.666218
52,85.666218
21,85.686008
68,85.686008
29,85.702406
32,85.779158
22,85.779158
26,85.779158
40,85.779158
36,85.779158
36,85.779158
77,85.779158
57,85.838747
68,85.87646
51,85.936032
46,85.936032
51,85.96692
77,86.029262
43,86.119987
62,86.119987
57,86.159743
47,86.159743
89,86.208845
66,86.208845
67,86.227964
25,86.248282
125,86.281717
33,86.342605
59,86.342605
68,86.342605
43,86.342605
97,86.342605
106,86.44247
69,86.45676
69,86.466198
56,86.557757
36,86.586739
87,86.597103
58,86.643648
31,86.650013
44,86.670904
96,86.68652
53,86.736998
68,86.740551
42,86.740551
150,86.75447
37,86.899604
102,86.951211
41,86.96064
33,86.999203
64,86.999203
67,87.034462
25,87.067094
60,87.067094
36,87.08544
46,87.08544
27,87.08544
23,87.093128
68,87.121382
42,87.12288
65,87.300096
37,87.307264
47,87.323059
39,87.327502
42,87.37872
37,87.520867
37,87.520867
72,87.594232
38,87.61609
57,87.62208
30,87.655801
57,87.655801
41,87.68136
26,87.739025
87,87.807873
81,87.885907
60,87.885907
42,87.904873
51,87.90912
80,87.90912
36,87.956294
31,87.956294
45,87.956294
57,87.956294
