totage,drybio_bole
42,197.454492
62,197.546375
75,197.567885
47,197.60832
47,197.60832
28,197.683949
31,197.683949
36,197.75184
66,197.75184
71,197.78928
50,197.78928
43,197.799339
66,197.846938
59,197.988336
43,197.988336
92,198.091707
54,198.093842
54,198.093842
27,198.119376
61,198.14028
18,198.152698
48,198.27625
51,198.292524
57,198.368352
37,198.425635
20,198.425635
47,198.53964
66,198.53964
38,198.554803
61,198.607718
37,198.620822
37,198.620822
39,198.698573
76,198.771456
95,198.880531
52,198.94555
46,198.99023
57,198.998392
80,199.153344
71,199.203096
91,199.260672
57,199.360746
59,199.36488
27,199.42416
37,199.462415
36,199.553702
86,199.553702
42,199.553702
36,199.553702
63,199.577052
63,199.605719
76,199.861085
87,199.888416
87,199.898235
91,199.971782
72,200.139763
97,200.158234
57,200.158234
58,200.262317
46,200.296512
52,200.296512
32,200.336198
78,200.34456
51,200.368896
46,200.432794
36,200.513025
87,200.648448
41,200.725824
52,200.731939
53,200.747829
78,200.779738
110,200.790221
94,200.790221
37,200.918915
32,201.12768
87,201.185188
72,201.280435
42,201.351833
70,201.427949
52,201.556224
96,201.56916
63,201.586944
61,201.604915
68,201.622547
108,201.788496
83,201.934003
66,201.937486
67,202.059906
26,202.229914
77,202.426611
36,202.473648
41,202.473648
52,202.473648
31,202.473648
32,202.517952
49,202.519699
50,202.54884
56,202.559404
61,202.560409
59,202.667879
57,202.782528
42,202.782528
47,202.787847
96,202.79376
53,202.79376
46,202.909075
28,202.909075
88,202.925399
99,202.934624
22,202.972723
107,202.972723
76,203.092093
107,203.260799
72,203.283226
53,203.30856
40,203.344502
67,203.346
41,203.363098
87,203.371983
52,203.518349
35,203.714464
52,203.718528
41,203.77993
52,203.77993
47,203.809342
37,203.873604
75,203.873604
50,203.873604
79,203.884387
46,204.02304
57,204.068592
33,204.201903
94,204.242189
73,204.336787
50,204.336787
43,204.336787
37,204.448608
102,204.5082
38,204.530202
47,204.601603
50,204.650784
23,204.7032
87,204.70537
56,204.780826
83,204.828624
47,204.858501
41,204.8592
97,204.922455
41,205.086211
36,205.086211
56,205.155226
91,205.249075
54,205.249075
68,205.286016
92,205.332142
49,205.338538
82,205.41431
42,205.515099
31,205.521638
25,205.522013
61,205.62053
57,205.62053
77,205.707341
47,205.715586
76,205.715586
81,205.973664
67,205.996138
59,205.996138
82,206.000371
32,206.067888
87,206.246477
53,206.348688
57,206.348688
47,206.376702
57,206.463607
67,206.630143
57,206.630143
76,206.788109
68,206.788109
34,206.82792
87,207.064915
65,207.064915
31,207.263347
42,207.263347
67,207.288806
32,207.354295
44,207.758554
78,207.813191
63,207.870062
79,207.883354
46,207.978451
36,208.143434
68,208.182934
82,208.182934
87,208.33783
77,208.534593
47,208.59072
49,208.797264
62,209.005056
36,209.04
75,209.126387
80,209.16168
65,209.16168
41,209.257202
77,209.495011
78,209.768832
42,209.792294
58,209.87591
72,209.89644
62,210.161952
27,210.163385
56,210.2529
58,210.292992
46,210.311338
127,210.369729
107,210.369729
77,210.369729
66,210.395827
43,210.767881
38,210.767881
127,210.807088
52,210.807088
52,210.89936
48,210.966213
52,210.981888
52,210.99936
75,211.157107
57,211.543127
67,211.567949
98,211.61088
51,211.617619
76,211.617619
57,211.714714
57,211.753204
30,211.799578
39,211.8558
76,211.860979
37,211.940352
56,212.053046
42,212.15401
47,212.180126
99,212.180126
81,212.25345
40,212.409375
60,212.409375
68,212.409375
38,212.428944
97,212.521171
76,212.579827
57,212.639232
60,212.737674
28,212.737674
78,212.737674
48,212.793984
67,212.793984
49,212.875482
71,213.033101
33,213.065973
34,213.065973
52,213.118614
43,213.188976
88,213.188976
77,213.297178
65,213.32532
107,213.32532
44,213.326131
60,213.33961
64,213.351391
47,213.462912
47,213.69816
32,213.722571
29,213.722571
47,213.794755
46,213.797875
77,213.885235
32,213.885235
60,213.885235
37,213.887813
68,214.02601
90,214.02601
49,214.05087
35,214.05087
81,214.158048
57,214.230182
45,214.256016
66,214.272165
58,214.298573
98,214.298573
82,214.305961
76,214.329024
41,214.379169
80,214.430861
90,214.430861
75,214.430861
41,214.498253
64,214.622853
41,214.66561
32,214.66561
68,214.66561
54,214.707468
72,214.791283
72,214.791283
67,214.791283
47,214.79927
47,214.848941
116,214.950528
45,214.986146
97,215.004756
24,215.035766
73,215.03976
54,215.249299
66,215.299968
43,215.364065
81,215.522112
41,215.536464
57,215.536464
46,215.54676
59,215.620704
36,215.692364
51,215.794925
51,215.91648
50,216.020663
57,216.022422
64,216.229104
53,216.301363
75,216.34055
90,216.34055
42,216.348962
44,216.439517
47,216.492756
42,216.56544
48,216.56544
87,216.633129
46,216.842496
66,216.842496
37,216.842746
57,216.842746
57,216.842746
97,216.930116
24,217.00556
47,217.098806
62,217.137024
68,217.367475
61,217.428557
75,217.431802
85,217.431802
41,217.531267
54,217.662157
56,217.663508
82,217.667353
21,217.704614
60,217.704614
47,217.7136
56,217.7136
78,218.129184
54,218.152418
149,218.25024
68,218.304154
47,218.304154
67,218.304154
72,218.307648
67,218.318755
97,218.5092
92,218.517616
53,218.583952
37,218.584454
33,218.647054
85,218.647054
40,218.65584
68,218.679552
43,218.808245
43,218.893709
72,218.893709
50,218.895955
55,218.945825
67,218.95848
157,219.010874
41,219.019882
24,219.303652
78,219.303652
44,219.305549
58,219.305549
81,219.463146
97,219.614304
56,219.827162
90,219.887117
51,219.887117
37,220.017882
47,220.326163
47,220.428988
38,220.616847
78,220.616847
87,220.692623
98,220.718561
53,220.718561
104,220.74624
86,220.789296
87,220.84978
52,220.866348
59,220.945146
34,220.945146
52,220.978368
60,220.978368
52,221.169312
42,221.197018
41,221.352394
97,221.390957
116,221.455441
37,221.466815
81,221.481861
77,221.523994
81,221.530982
57,221.530982
44,221.549328
79,221.601744
32,221.632445
118,222.004368
36,222.067872
42,222.069619
87,222.069619
36,222.117043
73,222.178425
83,222.258342
47,222.30936
67,222.309734
66,222.410074
33,222.586641
90,222.615245
47,222.615784
105,222.63228
57,222.768932
66,222.788966
36,222.94116
62,222.94116
67,223.053143
38,223.069392
57,223.133843
36,223.148577
26,223.243238
63,223.31113
69,223.36704
105,223.433683
35,223.535894
42,223.707014
87,223.733453
31,223.809581
47,223.809581
63,223.875226
44,224.20944
67,224.245008
75,224.252122
48,224.312525
30,224.354707
97,224.36522
48,224.589456
40,224.791258
37,224.884733
43,224.884733
71,225.07056
56,225.07056
84,225.07056
42,225.115862
87,225.115862
26,225.115862
67,225.15948
78,225.31392
81,225.340378
37,225.343373
78,225.349488
35,225.446458
30,225.446458
63,225.447206
54,225.719395
25,225.719395
72,225.729504
67,225.744853
48,225.869629
72,225.986717
27,225.992333
103,226.096067
88,226.096067
67,226.161811
44,226.197928
41,226.197928
67,226.274513
76,226.315315
72,226.462167
68,226.489536
109,226.507008
118,226.507008
105,226.551
81,226.707437
37,226.750852
45,226.811146
47,226.857571
109,227.020247
96,227.04084
27,227.140992
68,227.249568
37,227.249568
67,227.355442
36,227.43552
21,227.497728
69,227.629584
30,227.629958
36,227.652095
78,227.817408
99,227.817408
23,228.071501
41,228.163853
69,228.167722
58,228.270682
60,228.344314
77,228.403169
46,228.59928
57,228.720773
39,228.721709
37,228.824319
67,228.856742
67,228.935465
82,229.256997
45,229.302628
32,229.470134
42,229.52592
72,229.683919
38,229.735834
39,229.809216
45,229.813459
49,229.905562
76,229.97988
31,229.98119
31,230.340989
52,230.36208
43,230.465814
34,230.526816
80,230.526816
71,230.526816
66,230.540544
69,230.669712
61,230.776416
33,230.794113
48,231.200986
47,231.271563
51,231.29801
87,231.322291
81,231.322291
77,231.362966
87,231.41537
47,231.429744
58,231.471014
67,231.618067
75,231.69432
91,231.69432
106,231.69432
88,231.80976
38,231.80976
78,231.822989
20,231.99696
94,232.0564
37,232.082698
31,232.217567
35,232.373107
81,232.373107
62,232.401312
115,232.42908
42,232.435607
44,232.435607
37,232.518125
64,232.569792
69,232.666138
57,232.672371
87,232.675043
67,232.675043
87,232.675043
86,232.728987
67,232.763906
83,232.818019
42,232.87056
42,232.91112
67,232.95168
56,232.953552
37,232.953552
66,233.092205
48,233.121698
81,233.252198
61,233.329824
18,233.361648
51,233.388979
67,233.420504
17,233.527757
21,233.634586
56,233.69243
43,233.748803
36,233.824406
76,233.824406
66,233.838259
42,233.84123
40,233.907523
78,233.987121
89,234.025459
68,234.073382
67,234.089856
32,234.1248
76,234.13129
96,234.170926
107,234.247484
42,234.259834
38,234.326477
87,234.365414
75,234.38844
62,234.40248
59,234.453398
66,234.54288
76,234.60752
56,234.695261
36,234.71735
77,234.861839
55,234.891821
58,234.998288
50,234.999274
71,235.03609
46,235.061998
41,235.061998
77,235.233902
20,235.272211
59,235.272211
57,235.299198
31,235.303411
125,235.61304
66,235.633882
60,235.718596
72,235.782526
47,235.782526
63,235.983072
37,236.001542
32,236.046895
57,236.087746
67,236.173916
66,236.214451
36,236.2152
56,236.255885
47,236.43697
79,236.43697
31,236.43697
55,236.59272
46,236.706163
127,236.798273
75,236.829965
43,236.83764
57,236.872397
77,236.99052
68,237.048634
42,237.048634
75,237.32748
58,237.330662
62,237.330662
100,237.347136
58,237.347136
59,237.347136
45,237.36009
57,237.485993
37,237.51
57,237.601229
71,237.619949
76,237.743251
104,237.88752
37,237.88752
52,237.923353
107,237.923353
39,237.940685
30,238.001587
47,238.128384
75,238.165574
73,238.178678
37,238.178678
47,238.270032
42,238.3056
61,238.432896
60,238.526746
32,238.614106
58,238.650048
38,238.673286
59,238.797
42,238.8204
72,238.8672
57,238.923931
97,238.984013
67,238.988006
82,239.04192
76,239.076198
67,239.118797
47,239.23543
51,239.28684
45,239.28684
38,239.329884
61,239.329884
98,239.333453
51,239.529638
77,239.672789
93,239.732625
55,239.77668
51,239.77668
77,239.790096
27,239.97792
28,239.986481
39,240.070205
71,240.26652
57,240.356963
86,240.515459
49,240.550128
60,240.730963
46,240.791242
43,240.791242
47,240.835546
73,240.870989
57,240.870989
56,240.893702
68,240.971378
77,240.984866
30,241.003901
56,241.164019
62,241.226669
34,241.276838
44,241.299677
87,241.31016
88,241.422225
107,241.47472
66,241.49112
35,241.627976
70,241.712141
79,241.859585
52,241.956275
101,241.984954
55,241.984954
34,242.095651
76,242.17923
68,242.194868
93,242.284573
108,242.450208
42,242.4864
82,242.530579
74,242.612872
38,242.612872
47,242.641526
107,242.734303
92,242.830224
47,242.830224
67,242.838336
46,242.90448
37,242.90448
137,242.90448
39,242.941171
37,242.968378
37,242.968378
71,243.157377
71,243.20556
43,243.26947
46,243.27576
53,243.339034
47,243.339034
63,243.345416
59,243.429082
43,243.590256
36,243.597769
33,243.597769
87,243.600378
56,243.710512
31,243.733277
32,243.839232
138,243.839731
52,243.976113
41,244.333675
77,244.38492
65,244.43016
67,244.440269
67,244.483739
45,244.55209
37,244.582666
38,244.582666
61,244.67508
81,244.680384
76,244.710086
80,244.713082
49,244.713082
56,244.75464
33,244.757005
63,244.841126
26,244.985894
76,244.985894
47,245.145514
99,245.258707
37,245.266445
88,245.304556
68,245.358457
60,245.40984
96,245.418052
76,245.438955
54,245.490336
32,245.567562
96,245.65476
78,245.870352
67,245.870352
33,245.895861
46,246.016368
46,246.04305
79,246.077146
52,246.451795
21,246.462653
81,246.552459
52,246.576298
56,246.622771
16,246.622771
76,246.622771
43,246.630384
58,246.679847
76,246.731597
82,246.731597
34,246.731597
69,246.859991
49,246.880758
42,246.913197
77,247.00143
47,247.0104
56,247.08528
62,247.107894
106,247.168397
56,247.32265
47,247.426562
29,247.44121
80,247.537356
62,247.554403
30,247.554403
77,247.599509
82,247.61412
94,247.614634
99,247.714022
62,247.758077
47,247.758077
76,247.85904
36,247.986835
77,248.276825
71,248.30193
97,248.419971
89,248.419971
43,248.522252
67,248.530464
81,248.532461
26,248.549683
36,248.628931
46,248.628931
71,248.805274
37,248.846707
43,248.850551
78,248.850551
100,248.878706
39,248.919091
46,249.07584
61,249.078086
31,249.17885
24,249.17885
25,249.192029
67,249.294689
88,249.322321
87,249.347405
82,249.350899
40,249.507149
44,249.507149
56,249.623712
57,249.670512
47,249.732048
57,249.750607
68,249.835448
87,249.848102
47,249.848102
81,249.848102
68,250.004352
42,250.01184
74,250.06332
36,250.192174
53,250.344769
63,250.3488
57,250.544486
112,250.55316
105,250.55316
22,250.556717
37,250.806067
37,250.806067
53,250.81056
42,250.834022
67,250.849498
60,250.987776
132,250.987776
61,251.148643
56,251.190576
89,251.260589
44,251.476942
71,251.53284
126,251.569929
76,251.5917
109,251.677877
57,251.705602
87,251.718106
71,251.768088
73,251.805241
37,251.883851
87,251.918844
49,251.921405
88,251.950608
66,252.006144
46,252.13354
38,252.194342
51,252.254246
45,252.2676
52,252.310773
120,252.35184
82,252.592205
41,252.592205
67,252.71064
44,252.790138
37,252.983203
70,253.170278
106,253.178266
28,253.249152
69,253.2582
36,253.35648
57,253.378403
32,253.41863
45,253.446735
46,253.446735
57,253.66828
85,253.715904
55,253.73712
87,253.77456
27,253.831968
39,253.831968
71,253.833877
46,253.854058
42,253.854058
97,254.041168
73,254.103333
47,254.105639
107,254.105639
47,254.106658
96,254.22696
69,254.230704
52,254.24256
52,254.289485
32,254.289485
89,254.350325
59,254.365046
63,254.61072
40,254.650781
85,254.7168
76,254.876544
87,254.899383
65,254.96172
58,254.990736
23,255.08823
47,255.160339
32,255.229478
69,255.352781
67,255.352781
54,255.352781
54,255.416529
52,255.44688
72,255.504061
46,255.595766
80,255.625594
85,255.625594
27,255.815539
72,255.869752
81,255.898406
76,256.031194
69,256.073126
49,256.10857
70,256.171219
16,256.171219
92,256.357171
47,256.357171
55,256.401425
49,256.401425
75,256.444032
42,256.466621
27,256.466621
31,256.466621
47,256.5108
66,256.553856
38,256.577864
85,256.67616
116,256.70112
47,256.716845
73,256.716845
72,256.729724
57,256.902048
41,256.902048
97,256.987661
43,257.058023
76,257.1192
95,257.166
87,257.167153
59,257.337475
38,257.380157
39,257.386322
71,257.535283
68,257.570587
67,257.570587
38,257.650848
61,257.65584
98,257.670955
58,257.707233
72,257.714496
32,257.772902
52,257.859264
57,257.940634
102,257.963617
82,257.987879
47,258.030864
32,258.030864
57,258.030864
107,258.05485
66,258.059336
62,258.080909
57,258.287678
81,258.371219
67,258.402893
37,258.41088
18,258.471907
57,258.47923
57,258.643757
19,258.744845
65,258.88044
67,258.91659
72,258.97228
48,259.027816
42,259.170912
43,259.224077
59,259.235069
66,259.327411
39,259.356115
52,259.356115
77,259.361357
61,259.444973
85,259.471245
31,259.514611
107,259.568444
87,259.62768
64,259.786648
109,259.836595
57,259.862054
47,259.862054
68,259.930944
76,259.950038
81,259.990598
80,260.109533
37,260.125832
96,260.125832
95,260.125832
36,260.263411
63,260.31096
66,260.41422
57,260.512771
66,260.536224
58,260.536224
75,260.547693
51,260.564429
57,260.666026
61,260.714189
37,260.714189
29,260.809037
55,260.99761
32,260.99761
22,260.99761
30,261.474221
33,261.474221
47,261.540744
36,261.575808
46,261.638707
36,261.76176
70,261.900288
98,261.978103
51,262.127174
41,262.127174
89,262.127174
56,262.127174
77,262.173101
61,262.21104
52,262.55424
56,262.562602
56,262.588923
68,262.718726
55,262.718726
87,262.718726
46,262.723389
62,262.731297
42,262.731297
57,262.983818
61,262.998029
101,263.025485
66,263.04408
96,263.056343
42,263.290181
56,263.433456
38,263.43433
73,263.435572
54,263.624001
65,263.624001
47,263.657722
64,263.701302
78,263.731104
40,263.80848
47,263.837661
37,263.867635
46,263.868883
72,263.88311
33,263.930659
93,263.950003
51,263.950003
96,264.22656
69,264.26868
56,264.26868
113,264.26868
43,264.476534
64,264.749472
47,264.749472
87,264.856257
88,264.86903
67,264.86903
81,264.899482
33,265.02241
86,265.265495
34,265.265495
67,265.282087
43,265.369728
102,265.446854
48,265.485542
87,265.598151
52,265.605201
56,265.610592
43,265.610592
81,265.719667
72,265.79904
37,265.922093
43,265.922093
29,265.922093
92,265.97039
60,266.081593
52,266.103178
56,266.265293
93,266.578691
36,266.73504
31,266.73504
46,266.906989
52,266.916874
77,267.130639
46,267.15312
171,267.335528
91,267.536755
77,267.5712
71,267.629357
57,267.663772
16,267.751786
25,267.751786
70,267.80233
151,267.90217
66,268.110336
100,268.1874
50,268.1874
84,268.1874
55,268.1874
78,268.291296
34,268.297661
58,268.53849
64,268.671312
82,268.708877
59,268.708877
67,268.975849
72,268.993421
57,269.001907
47,269.09401
44,269.116474
43,269.15616
72,269.236708
109,269.354243
25,269.389411
47,269.413208
57,269.497114
46,269.52588
46,269.529437
57,269.529437
44,269.53338
98,269.814566
24,269.861679
58,270.14676
43,270.189978
25,270.208224
116,270.225858
119,270.287926
60,270.39168
58,270.630298
68,270.630298
63,270.6366
69,270.754099
82,270.76009
76,270.835718
56,270.835718
99,270.951408
66,271.00476
66,271.019174
106,271.12644
57,271.233928
72,271.331424
47,271.331424
65,271.34615
67,271.37448
37,271.503174
50,271.572912
76,271.57818
57,271.661345
37,271.706573
41,271.706573
56,271.706573
57,271.721549
56,271.721549
59,271.721549
107,271.80841
30,271.831473
70,271.8612
42,271.898461
87,271.994362
42,272.142
37,272.142
65,272.35104
52,272.379494
61,272.391725
45,272.486835
38,272.48807
77,272.58816
40,272.58816
32,272.58816
71,272.646147
67,272.732928
37,272.814769
29,272.816369
78,272.880192
57,272.912081
77,273.00624
59,273.104333
102,273.104852
92,273.163738
50,273.210538
38,273.231504
65,273.33072
52,273.397363
97,273.631238
93,273.68006
70,273.904051
56,273.904051
54,273.904051
37,273.96252
72,273.991536
88,274.224158
64,274.236019
25,274.302288
47,274.319136
116,274.381586
38,274.382285
175,274.409037
39,274.457864
88,274.751568
87,274.751568
37,274.754563
67,274.754563
107,274.882982
54,275.114461
34,275.121101
86,275.121999
53,275.131584
47,275.18999
47,275.18999
51,275.18999
78,275.268115
75,275.347987
47,275.38368
137,275.485244
72,275.536236
62,275.540928
56,275.592338
56,275.741606
52,275.741606
49,275.813741
85,276.086554
68,276.099358
41,276.212851
82,276.275551
47,276.380582
67,276.410954
59,276.467458
60,276.485789
39,276.485789
87,276.496272
28,276.496896
50,276.51468
94,276.51468
87,276.760638
76,276.931871
59,277.031664
55,277.099955
39,277.304602
56,277.367126
42,277.367126
21,277.450618
42,277.450618
71,277.73928
97,277.791696
54,277.791696
43,277.887168
36,278.08585
57,278.16039
56,278.237981
47,278.237981
37,278.269056
87,278.280038
109,278.321899
62,278.37888
55,278.37888
52,278.387866
57,278.461165
71,278.47404
77,278.582653
19,278.66929
34,278.888563
58,278.931744
47,278.931744
44,278.942227
132,278.96388
92,278.964941
63,279.054048
100,279.087494
76,279.257971
42,279.544262
64,279.551002
93,279.736205
91,279.905933
52,279.909827
46,279.97969
37,279.97969
58,280.133568
63,280.15104
76,280.18848
52,280.24776
62,280.601368
92,280.723123
42,280.784545
36,280.850544
36,280.94976
66,280.997184
38,281.023841
90,281.053594
97,281.221904
72,281.269997
56,281.309184
32,281.35214
38,281.392051
107,281.437086
92,281.722035
37,281.75492
57,281.971872
57,282.096622
36,282.156826
39,282.217478
97,282.319635
51,282.46608
82,282.481306
57,282.533981
42,282.592253
48,282.665336
37,282.665336
87,282.71248
47,282.786647
104,283.048621
38,283.19616
81,283.196859
84,283.321933
52,283.360397
39,283.650232
62,283.725312
52,283.780259
67,284.195106
82,284.239488
34,284.35041
76,284.396237
61,284.54375
82,284.59704
43,284.635129
63,284.638798
46,284.769389
82,284.816563
111,284.825549
97,284.896934
63,284.896934
42,284.896934
43,284.946854
47,285.012
115,285.08688
86,285.089376
43,285.118579
77,285.13056
42,285.158136
76,285.204816
68,285.291727
68,285.291727
91,285.362189
20,285.49273
82,285.59539
68,285.595495
57,285.595495
58,285.595495
78,285.620026
71,285.635002
93,285.676186
77,285.676186
63,285.70464
42,285.792349
47,285.918014
80,285.948749
82,286.032854
96,286.080737
88,286.152048
53,286.371191
57,286.399027
67,286.600704
31,286.604922
57,286.80288
30,286.857418
53,286.907572
38,286.933221
30,286.933221
76,286.946525
87,286.963796
92,287.169792
99,287.218033
65,287.29116
59,287.292096
57,287.344931
67,287.381952
47,287.388927
66,287.525222
76,287.639255
29,287.67623
37,287.817379
81,287.90761
28,287.918118
37,287.973862
67,288.024053
97,288.02592
77,288.052128
53,288.052128
64,288.052128
56,288.05712
75,288.090317
57,288.21965
82,288.23919
67,288.246417
33,288.246417
38,288.341914
58,288.432144
27,288.495168
72,288.634944
77,288.657009
29,288.767981
69,288.81216
72,288.89328
46,289.231313
126,289.231313
93,289.253004
80,289.454381
47,289.49544
86,289.559088
86,289.72944
58,289.72944
94,289.74036
86,289.74036
58,289.887911
47,289.90391
85,290.132669
53,290.193567
59,290.21621
107,290.406445
52,290.406445
42,290.429942
69,290.59992
72,290.686157
107,290.71224
73,290.818445
31,290.86537
40,290.951482
37,291.271718
46,291.300797
40,291.40176
86,291.449993
81,291.529405
62,291.70908
127,291.718522
88,291.852288
67,291.906701
89,291.909696
57,292.171651
41,292.186003
78,292.196736
118,292.232304
47,292.395518
41,292.44852
77,292.517408
45,292.589107
52,292.593241
47,292.607078
57,292.607078
44,292.61232
57,292.650633
109,292.677292
98,292.728134
62,292.81824
39,292.842601
46,293.042506
77,293.07408
77,293.148789
86,293.16924
25,293.40792
82,293.408544
87,293.408794
75,293.499199
82,293.790133
82,293.790133
105,293.819386
43,294.158592
42,294.29712
46,294.341299
56,294.348787
62,294.348787
47,294.348787
81,294.39384
33,294.484095
36,294.523471
52,294.767616
36,294.784214
55,294.812394
95,294.88368
35,295.02076
37,295.140693
43,295.191356
67,295.217395
37,295.219642
42,295.219642
78,295.272432
104,295.374643
77,295.399104
87,295.466427
82,295.652448
47,295.652448
137,295.729075
76,296.001888
41,296.137296
69,296.410234
24,296.453889
30,296.547514
76,296.660476
50,296.683171
61,296.770406
42,296.792496
56,296.820326
70,296.820326
77,296.839795
47,296.96135
68,296.966832
63,297.110486
38,297.290074
33,297.365952
70,297.396778
31,297.396778
68,297.404191
72,297.67296
57,297.694925
57,297.718886
33,297.780163
76,297.832205
93,297.904639
60,297.911578
79,298.011917
50,298.094285
41,298.267632
57,298.267632
52,298.267632
68,298.278909
87,298.31256
36,298.423682
61,298.457203
86,298.55748
37,298.692576
62,298.703059
75,298.730016
57,298.891008
52,298.9272
70,299.002829
99,299.05819
79,299.05819
51,299.166566
58,299.275642
106,299.29224
75,299.408579
65,299.548454
46,299.573914
56,299.573914
87,299.832624
51,299.84292
66,299.917862
41,300.009341
57,300.015729
88,300.028345
103,300.065176
72,300.211741
44,300.21264
62,300.35616
48,300.393475
46,300.444768
107,300.46848
46,300.500129
69,300.504298
75,300.51684
38,300.592656
92,300.870624
57,300.993137
57,301.180521
58,301.235251
71,301.2516
77,301.315622
67,301.340423
30,301.596048
49,301.730957
151,301.730957
37,301.730957
65,301.75105
72,301.855459
151,302.00377
67,302.044922
47,302.186477
61,302.186477
70,302.276582
39,302.363268
35,302.414861
67,302.468548
57,302.468548
78,302.492736
32,302.621904
47,302.621904
42,302.651482
88,302.6525
59,302.690659
59,302.690659
82,302.693663
37,302.700403
99,303.089859
76,303.095021
77,303.09562
50,303.233674
43,303.252768
71,303.332486
41,303.492758
40,303.506611
107,303.598464
103,303.632784
47,303.632784
97,303.676464
25,303.779549
34,303.913459
37,303.966047
69,304.004763
69,304.004763
76,304.186272
82,304.401936
57,304.401936
111,304.458586
151,304.459085
57,304.586675
101,304.68048
59,304.751616
57,304.819321
97,304.839295
53,304.924838
84,304.9254
46,304.98966
88,305.044646
41,305.044646
56,305.141626
29,305.144237
76,305.150976
47,305.234467
47,305.276655
76,305.337677
78,305.532864
36,305.550336
62,305.66016
46,305.669894
56,305.871675
52,305.91288
83,305.926234
36,306.03456
49,306.095962
37,306.216768
65,306.235987
101,306.368774
111,306.368774
50,306.368774
51,306.39492
95,306.39492
37,306.47785
67,306.588732
69,306.63984
29,306.781862
77,306.940608
74,306.959453
58,307.052928
106,307.187213
48,307.287752
66,307.2888
26,307.38889
66,307.411603
67,307.428326
72,307.68192
64,307.68192
87,307.70688
101,307.732838
52,307.764546
36,307.84703
36,307.84703
62,307.900809
97,307.900809
67,307.911707
32,307.97676
89,308.01289
52,308.166144
29,308.267981
38,308.272648
42,308.278464
34,308.278464
56,308.282458
76,308.34648
39,308.419488
64,308.572992
47,308.758553
94,308.84412
33,308.929246
56,308.96112
81,308.965363
117,309.212887
51,309.257545
56,309.369715
77,309.431117
101,309.440102
91,309.440152
56,309.588739
65,309.642528
58,309.650246
81,309.72854
84,309.733133
53,309.784176
71,309.915341
72,309.925858
52,309.931814
67,310.087605
72,310.093056
75,310.31364
47,310.459594
65,310.612224
52,310.895021
57,310.962323
40,311.05152
47,311.233104
78,311.29332
65,311.53824
71,311.552218
81,311.765875
56,311.765875
42,311.820426
65,311.82503
71,311.82503
28,312.077376
40,312.201302
43,312.212235
17,312.240614
60,312.273
48,312.652843
49,312.753168
33,312.753168
20,312.78649
106,312.916282
41,312.956467
52,312.956467
92,312.956467
107,313.059183
87,313.066046
72,313.321952
81,313.4976
91,313.4976
103,313.5132
108,313.52543
37,313.52543
61,313.52543
37,313.605302
31,313.712467
68,313.747083
68,313.937395
57,314.352274
42,314.421619
92,314.421619
41,314.424115
37,314.505673
65,314.553158
56,314.553158
87,314.641353
44,314.653248
57,314.653248
57,314.71465
42,314.813866
61,314.825971
40,315.166925
68,315.23232
62,315.30071
78,315.439488
96,315.45696
26,315.647654
53,315.793296
87,315.940186
104,315.9468
77,316.024561
36,316.06848
56,316.120147
41,316.120147
73,316.19172
21,316.449342
56,316.48012
71,316.68156
65,316.808419
48,316.85004
43,316.933344
47,316.938016
58,316.938016
58,317.08535
55,317.098679
53,317.351923
73,317.465017
61,317.644954
56,317.664267
37,317.937984
33,317.942976
36,317.972304
61,318.091788
111,318.099725
51,318.121615
40,318.121615
167,318.453408
55,318.64092
87,318.73271
48,318.73271
97,318.834787
81,318.88584
71,318.918163
77,318.918163
56,318.99504
46,319.06836
54,319.106511
77,319.272146
50,319.38192
56,319.41312
109,319.421107
198,319.463789
98,319.709505
116,319.736602
30,319.882867
29,319.882867
78,319.945766
57,319.945766
68,319.973472
38,319.989197
71,320.282227
47,320.353488
76,320.474419
61,320.474419
53,320.55504
81,320.734803
28,320.748006
61,320.748006
72,320.868288
111,320.868288
41,320.909846
67,320.968347
107,321.021582
24,321.076305
84,321.076305
35,321.076305
27,321.100666
66,321.126351
72,321.161318
102,321.270144
78,321.447859
87,321.458941
71,321.746705
46,321.780701
67,321.896301
46,321.95255
88,322.061201
48,322.066368
46,322.164036
95,322.191917
75,322.191917
76,322.33344
141,322.46473
29,322.717799
64,322.737542
67,322.771019
55,322.885181
67,323.0136
58,323.0136
79,323.205742
62,323.208378
89,323.283168
86,323.283168
46,323.374397
77,323.393616
49,323.431056
66,323.45065
67,323.45065
105,323.53932
77,323.58144
47,323.696256
67,323.773632
62,323.798592
111,323.828794
66,323.87472
56,323.957837
47,323.957837
27,323.976931
77,324.091622
97,324.101606
37,324.359293
78,324.374419
79,324.647232
66,324.687592
28,324.687592
68,324.91368
131,324.920045
71,324.920045
114,324.920045
67,325.257504
47,325.264118
56,325.26624
59,325.341619
99,325.395173
146,325.494374
39,325.552406
47,325.868864
29,325.887494
48,326.000788
69,326.000788
93,326.011296
118,326.053728
41,326.249643
103,326.284109
72,326.433744
67,326.454835
47,326.5704
60,326.72328
56,326.743423
47,326.81376
66,326.829734
66,326.83248
66,326.83248
86,326.911589
68,326.926161
98,326.955533
42,326.955533
40,326.985684
32,326.985684
97,326.985684
56,327.005827
30,327.005827
67,327.005827
98,327.031811
46,327.2022
37,327.279514
69,327.320198
62,327.462447
29,327.505035
62,327.505035
87,327.548593
79,327.573792
51,327.798058
59,327.798058
66,327.876682
82,327.901018
60,327.94788
